stream,head,capacity,class,threshold,n_seeds,bout_precision_mean,bout_precision_sd,bout_recall_mean,bout_recall_sd,bout_f1_mean,bout_f1_sd,tp_mean,fp_mean,fn_mean
full,attention,512,mount,0.5,3,0.7920903640200954,0.01732832420002571,0.7323717948717948,0.019430057136189338,0.7610019544616743,0.016583333829981756,152.33333333333334,40.0,55.666666666666664
full,attention,896,attack,0.1,3,0.8033251723238113,0.04290130893794166,0.6264044943820225,0.008426966292134866,0.7037123682269227,0.021004914835403645,223.0,55.0,133.0
full,attention,896,attack,0.25,3,0.7289344077704124,0.04201667941801743,0.5683520599250936,0.01135239293350385,0.6385169836601198,0.022245302587582456,202.33333333333334,75.66666666666667,153.66666666666666
full,attention,896,attack,0.5,3,0.4530205448868734,0.04086367938987384,0.3529962546816479,0.019928648552240424,0.39668335240300423,0.027644814340042276,125.66666666666667,152.33333333333334,230.33333333333334
full,attention,896,investigation,0.1,3,0.8051547618020768,0.017657854416610972,0.5073846852987957,0.025959946938581398,0.6219994955160515,0.01557554815429981,744.3333333333334,181.0,722.6666666666666
full,attention,896,investigation,0.25,3,0.7211956364192336,0.023928851812289938,0.45421495114746646,0.01770138305254473,0.5569403802370788,0.007183245757053925,666.3333333333334,259.0,800.6666666666666
full,attention,896,investigation,0.5,3,0.5076937395594915,0.02604047393289976,0.31947284708020907,0.006620678156934075,0.39185354107151626,0.0027764709983857986,468.6666666666667,456.6666666666667,998.3333333333334
full,attention,896,mount,0.1,3,0.8502784332388148,0.04599024241443658,0.8205128205128206,0.05972642677430836,0.8329028195440409,0.006961019801945142,170.66666666666666,31.0,37.333333333333336
full,attention,896,mount,0.25,3,0.8337780003040458,0.04643734024522237,0.8044871794871794,0.0573574684877349,0.8166897987508674,0.006905450201453982,167.33333333333334,34.333333333333336,40.666666666666664
full,attention,896,mount,0.5,3,0.7536493757146728,0.03782152298112807,0.7275641025641025,0.05695306296127201,0.7383954044259388,0.011371297877912787,151.33333333333334,50.333333333333336,56.666666666666664
full,lstm,256,attack,0.1,3,0.8032636011743232,0.07219813608668532,0.6338951310861424,0.01870316887213311,0.7077013517220316,0.03279000244463159,225.66666666666666,56.666666666666664,130.33333333333334
full,lstm,256,attack,0.25,3,0.7393199457618861,0.07218208888481291,0.5833333333333334,0.023890170078975804,0.6512983348323808,0.036871762369913026,207.66666666666666,74.66666666666667,148.33333333333334
